GID	COG	COG_Name	COG_Class
MD08G1154600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1154700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1154900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1155300	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1155500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1156200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1156300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1156500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1156600	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1156700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1156700	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1156700	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD08G1156800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1156800	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1156800	W	( W ) Extracellular structures	CELLULAR PROCESSES AND SIGNALING
MD08G1156900	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1157000	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1157100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1157100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1157200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1157300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1157400	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1157500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1157700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1158200	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1158400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1158500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1158600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1158600	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1158700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1158700	Y	( Y ) Nuclear structure	CELLULAR PROCESSES AND SIGNALING
MD08G1159000	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1159100	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1159300	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1159600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1159700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1159800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1160100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160100	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1160200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160200	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1160300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1160600	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1160700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1160800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1160900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1161000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1161100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1161200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1161600	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1161700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1161900	C	( C ) Energy production and conversion	METABOLISM
MD08G1162000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1162100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1162200	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1162300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1162500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1162600	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1162800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1163100	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1163300	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1163400	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1163500	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1163600	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1163700	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1163900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1164000	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1164100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1164400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1164600	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1164800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1165000	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1165400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1165500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1165600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1165800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1166100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1166300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1166600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1166700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1166800	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1166900	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1167600	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1168200	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1168300	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1168400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1168600	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1168800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1168900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1169200	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1169300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1169400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1169500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1169600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1169900	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1170000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1170300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1170500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1170900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1171400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1171900	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1172000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1172100	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1172400	C	( C ) Energy production and conversion	METABOLISM
MD08G1172600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1173000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1173200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1173300	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD08G1173400	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1173500	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1173600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1173800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1174000	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1174100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1174200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1174300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1174700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1174800	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1174900	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1175000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1175100	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1175200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1175300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1175400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1175900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1176000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1176300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1176400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1176500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1176600	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1176900	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1177000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1177100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1177300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1177400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1177800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1177900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1178000	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1178600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1178700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1178900	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1179000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1179200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1179400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1179500	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1179700	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1179900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1180000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1180200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1180300	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1180400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1180600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1180700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1181000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1181100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1181300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1181400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1181500	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1181700	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1181800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1181900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1182200	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1182300	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1182400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1182500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1182700	C	( C ) Energy production and conversion	METABOLISM
MD08G1182800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1182900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1183000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1183100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1183200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1183300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1183500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1183600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1183900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1184000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1184100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1184200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1184300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1184400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1184600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1184700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1184900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1185000	C	( C ) Energy production and conversion	METABOLISM
MD08G1185000	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185200	C	( C ) Energy production and conversion	METABOLISM
MD08G1185200	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185400	C	( C ) Energy production and conversion	METABOLISM
MD08G1185400	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185500	C	( C ) Energy production and conversion	METABOLISM
MD08G1185500	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185600	C	( C ) Energy production and conversion	METABOLISM
MD08G1185600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185700	C	( C ) Energy production and conversion	METABOLISM
MD08G1185700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1185900	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1186700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1186800	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD08G1186800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1186900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1187000	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1187200	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1187300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1187400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1187500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1187700	C	( C ) Energy production and conversion	METABOLISM
MD08G1187800	B	( B ) Chromatin structure and dynamics	INFORMATION STORAGE AND PROCESSING
MD08G1187900	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1188000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1188100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1188400	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1188500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1188600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1188700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1188800	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1188800	Q	( Q ) Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
MD08G1188900	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1189500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1189600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1189900	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1190300	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1190400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1190500	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1190600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1190800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1190800	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1190900	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1191000	V	( V ) Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1191100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1191300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1191400	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1191600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1191700	E	( E ) Amino acid transport and metabolism	METABOLISM
MD08G1191800	H	( H ) Coenzyme transport and metabolism	METABOLISM
MD08G1192000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1192100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1192300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1192400	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1192700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1192800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1192900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1193300	D	( D ) Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
MD08G1193400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1193500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1193600	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1193800	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1193900	L	( L ) Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
MD08G1194000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1194100	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1194300	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1194600	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1194700	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1194800	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1194900	C	( C ) Energy production and conversion	METABOLISM
MD08G1195000	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1195100	F	( F ) Nucleotide transport and metabolism	METABOLISM
MD08G1195300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1195400	C	( C ) Energy production and conversion	METABOLISM
MD08G1195600	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1195800	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1196100	J	( J ) Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
MD08G1196200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1196300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1196400	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1196500	P	( P ) Inorganic ion transport and metabolism	METABOLISM
MD08G1196600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1196700	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1196900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1197000	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1197200	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1197300	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1197400	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1197500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1197600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1197800	M	( M ) Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
MD08G1197900	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1198000	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1198100	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1198200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1198300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1198800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1198900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1199100	C	( C ) Energy production and conversion	METABOLISM
MD08G1199200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1199300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1199400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1199500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1199700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1200000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1200100	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1200200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1200300	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1200500	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1200600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1200700	C	( C ) Energy production and conversion	METABOLISM
MD08G1200700	G	( G ) Carbohydrate transport and metabolism	METABOLISM
MD08G1200800	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1200900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1201200	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1201300	I	( I ) Lipid transport and metabolism	METABOLISM
MD08G1201600	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1201700	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1201800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202000	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1202100	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202500	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202600	A	( A ) RNA processing and modification	INFORMATION STORAGE AND PROCESSING
MD08G1202700	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202800	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1202900	Z	( Z ) Cytoskeleton	CELLULAR PROCESSES AND SIGNALING
MD08G1203000	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1203200	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1203300	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1203600	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1203800	C	( C ) Energy production and conversion	METABOLISM
MD08G1203900	K	( K ) Transcription	INFORMATION STORAGE AND PROCESSING
MD08G1204000	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1204400	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1204500	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
MD08G1204600	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1204700	U	( U ) Intracellular trafficking, secretion, and vesicular transpor	CELLULAR PROCESSES AND SIGNALINGt
MD08G1204800	T	( T ) Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
MD08G1205000	S	( S ) Function unknown	POORLY CHARACTERIZED
MD08G1205100	O	( O ) Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
